受理单位,分类,主题,受理时间,办结时间,办理状态
邢台市桥东区住建局,"
投诉
",河北邢台久新名苑迟迟不交房何时能交？,"
2020-04-15
","
2020-04-22
","已办结
"
部门,"
投诉
",外省回河北邯郸武安市还需要隔离吗？,"
2020-04-03
","
2020-04-22
","已办结
"
部门,"
投诉
",河北保定涿州市双塔区原检察院家属楼南边垃圾迟迟没有解决,"
2020-04-16
","
2020-04-22
","已办结
"
部门,"
投诉
",河北省廊坊市固安县柏村联通网络被中断 无法上网课,"
2020-04-08
","
2020-04-22
","已办结
"
部门,"
投诉
",河北廊坊香河县御湖湾小区占道经营 中午大喇叭叫卖,"
2020-04-15
","
2020-04-22
","已办结
"
沧州市医疗保障局,"
投诉
",河北沧州市职工慢性病没有甲减 盼调整目录,"
2020-04-16
","
2020-04-22
","已办结
"
沧州市卫生健康委员会,"
投诉
",河北沧州肃宁居民家庭健康档案转移失败 该怎么办？,"
2020-04-21
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定涿州天地新城收取契税已经3年 至今没见到房本,"
2020-04-02
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定涿州天地新城收取契税已经3年 三年不办证,"
2020-04-08
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州献县供电公司拖欠员工工资,"
2019-03-01
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州南皮香涛家园电费高于国家定价,"
2019-01-09
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定弘德缘开发商收取契税及公共维修基金,"
2020-04-16
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定涿州弘德缘小区代收代缴契税 望协助,"
2020-04-08
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定弘德缘开发商挪用业主契税和公维,"
2020-04-08
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定涿州市弘德缘收契税却无房本,"
2020-04-08
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定涿州弘德缘小区开发商代收契税不退的问题,"
2020-04-16
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定涿州弘德缘小区契税缴纳2年  不办产权证,"
2020-04-17
","
2020-04-22
","已办结
"
保定市税务局,"
投诉
",河北保定涿州弘德缘小区开发商代收缴契税4年 盼退回,"
2020-04-20
","
2020-04-22
","已办结
"
永年区公安局,"
投诉
",河北邯郸市永年区公安局办案不公,"
2020-04-21
","
2020-04-22
","已办结
"
永年区公安局,"
投诉
",河北省邯郸市永年县公安局不公平,"
2020-04-21
","
2020-04-22
","已办结
"
沧州运河区公安分局,"
投诉
",河北沧州市绿之园小区和网通新区B座中间的小道会所扰民,"
2020-04-15
","
2020-04-22
","已办结
"
武邑县住建局,"
投诉
",河北衡水市武邑县东方明珠违规预售不退房款,"
2020-04-14
","
2020-04-22
","已办结
"
涿州市公安局,"
投诉
",河北保定涿州市腾飞大街中通转运中心车位紧张 工人车辆停车难,"
2020-04-16
","
2020-04-22
","已办结
"
涿州市公安局,"
投诉
",,"
2020-04-22
","
2020-04-22
","已办结
"
石家庄市公安交通管理局,"
投诉
",河北石家庄化工中路与东三环交口匝道逆行不断 没人管,"
2020-04-17
","
2020-04-22
","已办结
"
邢台市卫生健康委员会,"
投诉
",河北邢台从河南返回人员需要隔离么？,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市公安交通管理局,"
投诉
",河北石家庄高新区华山街峨眉街单行道乱停车 望严查,"
2020-04-20
","
2020-04-22
","已办结
"
部门,"
投诉
",河北沧州市新华区鞠官屯东汽车检测站早晨堵车,"
2020-04-16
","
2020-04-22
","已办结
"
部门,"
投诉
",河北沧州市永济路加装防护栏 四合家园和烟草宿舍居民盼开设路口,"
2020-04-22
","
2020-04-22
","已办结
"
保定市竞秀区教体局,"
投诉
",河北保定市竞秀区棉纺十栋楼适龄儿童无法就近入学,"
2020-04-14
","
2020-04-22
","已办结
"
献县公安局交警大队,"
投诉
",河北沧州献县五馆停车场内有车绕五馆有玩漂移 太危险,"
2020-04-07
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州沧县兴济镇电管站接三相电吃拿卡要 小企业被刁难,"
2019-05-10
","
2020-04-22
","已办结
"
石家庄市城市管理综合行政…,"
投诉
",河北石家庄桥西区长兴街道华普园4区交房一年未供天然气,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市城市管理综合行政…,"
投诉
",河北石家庄华普园小区4区何时供天然气？,"
2020-04-17
","
2020-04-22
","已办结
"
部门,"
投诉
",河北衡水红旗大街新华路口长期封堵 何时通车？,"
2020-04-21
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州金秋名苑小区没水没电 生活困难,"
2019-01-28
","
2020-04-22
","已办结
"
涿州市生态环境局,"
投诉
",河北保定涿州市开发区中国钢铁研究院严重噪音扰民,"
2020-03-23
","
2020-04-22
","已办结
"
邢台市桥西区住建局,"
投诉
",河北邢台市熙府大院五证不全 退房难,"
2020-04-14
","
2020-04-22
","已办结
"
泊头市公安局,"
投诉
",河北沧州泊头齐桥村每晚敲鼓扰民,"
2020-04-01
","
2020-04-22
","已办结
"
泊头市公安局,"
投诉
",河北沧州泊头市交警队换驾照必须邮寄 不能自取,"
2020-04-20
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",河北沧州任丘正洛村突然梳理40多根电线杆 啥都不清楚,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市城市管理综合行政…,"
投诉
",河北石家庄桥西区开泰小区更换燃气让用户多掏钱,"
2020-04-22
","
2020-04-22
","已办结
"
三河市教育和体育局,"
投诉
",河北廊坊燕郊福成五期南区的孩子小升初属于哪个片区,"
2020-04-21
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州献县河街镇供电公司占耕地立线杆 不赔偿,"
2019-04-11
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州市新华区枫尚国际一期商住楼商电改民电却无凭证,"
2019-10-31
","
2020-04-22
","已办结
"
任丘市住房和城乡建设局,"
投诉
",河北沧州任丘雁翎西苑开发商使用劣质电表 1元一度电,"
2020-04-16
","
2020-04-22
","已办结
"
邢台市桥西区住建局,"
投诉
",河北邢台绿城诚园小区不能不动工 是否能如期交房？,"
2020-04-07
","
2020-04-22
","已办结
"
邢台市桥西区住建局,"
投诉
",河北邢台市珐琅印把保障房当成商品房售卖 不退钱,"
2020-04-13
","
2020-04-22
","已办结
"
邢台市桥西区住建局,"
投诉
",河北邢台中湖珐琅印买房三年没动工 也不退钱,"
2020-04-14
","
2020-04-22
","已办结
"
邢台市桥西区住建局,"
投诉
",河北邢台中湖珐琅印小区何时能取得预售证和交房,"
2020-04-16
","
2020-04-22
","已办结
"
邢台市桥西区住建局,"
投诉
",河北邢台博爵堡迟迟不交房 工程进度缓慢,"
2020-04-20
","
2020-04-22
","已办结
"
部门,"
投诉
",河北廊坊永清县不动产登记中心保安占用车位 辱骂他人,"
2020-04-16
","
2020-04-22
","已办结
"
部门,"
投诉
",河北廊坊永清县不动产登记中心保安占车位 辱骂他人,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄桥西区良兴美嘉城何时能够交房？,"
2020-03-26
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",,"
2019-05-09
","
2020-04-22
","已办结
"
邯郸市人社局,"
投诉
",河北邯郸市交通局通行费管理处克扣76个月社保求解决,"
2020-04-14
","
2020-04-22
","已办结
"
河间市人社局,"
投诉
",河北沧州市河间市安凯特电缆有限公司克扣工资 扣掉25%,"
2020-04-13
","
2020-04-22
","已办结
"
河北移动邯郸分公司,"
投诉
",河北邯郸移动用户携号转网要4万元违约金 设关卡,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",石家庄市桥西区盛世御城四区的车位管理费是按什么标准制定的？,"
2019-12-26
","
2020-04-22
","已办结
"
永年区公安局,"
投诉
",,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄桥西区鑫界九号院逾期交房 不动工,"
2020-04-20
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄市碧桂园天汇路口被恶意封路堵门 渣土封路,"
2020-04-10
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄嘉悦中心烂尾8年 希望能加入整治行列,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
求助
",河北石家庄桥西区振岗路116号居民停车没有一个车位,"
2020-04-22
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",石家庄市桥西区玉龙小区物业将建筑垃圾存放点移至居民楼地下二层,"
2019-12-18
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄天伦锦城3何时开工,"
2020-03-26
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄恒润家园交房 业主瘫痪儿女无法代办,"
2020-04-02
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄农建街18号老旧小区改造能否先把房顶改造了？,"
2020-03-31
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄京州科技城拖欠房款不退 购房3年没动工,"
2020-04-16
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄京州创新科技城项目购房三年不动工也不退房,"
2020-04-16
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄桥西区幸福城D区延期交房 未动工,"
2020-04-15
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄京州科技城购房3年多至今未动工 不退款,"
2020-04-15
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄市嘉悦中心7年未交房 售楼处人去楼空,"
2020-04-22
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄桥西区开泰小区更换燃气让用户多掏钱,"
2020-04-22
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄华府国际交房难,"
2020-04-22
","
2020-04-22
","已办结
"
石家庄市桥西区住建局,"
投诉
",河北石家庄市塔坛回迁楼办不动产权证收费1280元,"
2020-04-22
","
2020-04-22
","已办结
"
裕华区市场监督管理局,"
投诉
",河北石家庄德胜久居公寓物业公司收了租金跑路,"
2020-04-16
","
2020-04-22
","已办结
"
石家庄高新技术产业开发区…,"
投诉
",河北石家庄新都汇小区四年不办房产证,"
2020-04-18
","
2020-04-22
","已办结
"
石家庄高新技术产业开发区…,"
投诉
",河北石家庄高新区新都汇小区房本迟迟不给,"
2020-04-18
","
2020-04-22
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山古冶区金山首府房本何时办？,"
2020-04-17
","
2020-04-22
","已办结
"
唐山市公安局交警支队,"
投诉
",河北唐山大庆道卫国路东向西方向建议增加左转待转区,"
2020-04-21
","
2020-04-22
","已办结
"
唐山市公安局交警支队,"
咨询
",河北唐山报废国二小客车有补贴吗？,"
2020-04-13
","
2020-04-22
","已办结
"
隆尧县教育局,"
投诉
",,"
2020-04-20
","
2020-04-22
","已办结
"
永清县交通运输局,"
投诉
",,"
2020-04-21
","
2020-04-22
","已办结
"
东光县市场监督管理局,"
投诉
",河北沧州东光京北爱宠宠物医院无防控措施 不测体温,"
2020-04-20
","
2020-04-22
","已办结
"
任丘市住房和城乡建设局,"
投诉
",河北沧州市任丘上德世纪中心公寓期房停工多日 延期交房,"
2020-04-21
","
2020-04-22
","已办结
"
邢台市自然资源和规划局,"
投诉
",河北邢台高开区农村宅基地证上名字写错字 如何变更？,"
2020-04-08
","
2020-04-22
","已办结
"
邯郸市自然资源和规划局,"
投诉
",河北邯郸天悦名苑小区交房5年无法办证,"
2020-02-20
","
2020-04-22
","已办结
"
平乡县住房和城乡建设局,"
投诉
",河北邢台平乡县盛世名城小区道路坑坑洼洼 环境差,"
2020-03-27
","
2020-04-22
","已办结
"
保定市人社局,"
投诉
",河北保定市曲阳大学毕业5年 档案无法找到,"
2020-04-20
","
2020-04-22
","已办结
"
唐山市公安局交警支队,"
投诉
",河北唐山交警乱开罚单,"
2020-04-14
","
2020-04-22
","已办结
"
沧县住房和城乡建设局,"
投诉
",河北沧州天然气改造补助款未发放 何时发？,"
2020-04-14
","
2020-04-22
","已办结
"
运河区市场监督管理局,"
投诉
",河北沧州市富力开发商发布虚假售房消息,"
2020-04-14
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄博雅盛世部分房产未办不动产证 望解决,"
2020-04-22
","
2020-04-22
","已办结
"
唐山市自然资源和规划局,"
投诉
",唐山隆丰园不动产证迟迟不办,"
2019-12-04
","
2020-04-22
","已办结
"
廊坊市税务局,"
投诉
",河北廊坊市大家商业城房地产代收代缴的契税7年,"
2020-04-08
","
2020-04-22
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山市丰润镇天赐良缘小区迟迟无房本,"
2020-04-15
","
2020-04-22
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山丰润区金泰花园迟迟不下房本,"
2020-04-15
","
2020-04-22
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北省唐山市丰润区天赐良园小区迟迟无房本,"
2020-04-16
","
2020-04-22
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山市丰润区后卫金都小区房本办不了,"
2020-04-16
","
2020-04-22
","已办结
"
保定市住房公积金管理中心,"
投诉
",河北保定公积金管理中心无法网上预约服务 不便民,"
2020-04-14
","
2020-04-22
","已办结
"
廊坊市税务局,"
投诉
",河北廊坊永清金泽地产开发商不给地下室开发票,"
2020-04-13
","
2020-04-22
","已办结
"
廊坊市税务局,"
投诉
",河北廊坊一企业社保退税走流程已近两年 至今未退回,"
2020-04-15
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州肃宁县后堤电管站购电效率太低了 只开一个窗口,"
2019-06-10
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",河北沧州任丘市雁翎西苑二期新房让自费换电表 电价1元,"
2020-01-21
","
2020-04-22
","已办结
"
部门,"
投诉
",河北保定白沟新城街道下雨成河 建议治理,"
2020-04-16
","
2020-04-22
","已办结
"
运河区市场监督管理局,"
投诉
",河北沧州北京现代安捷4S店购车故障灯一直亮着 售后服务态度差,"
2020-04-14
","
2020-04-22
","已办结
"
阜城县自然资源和规划局,"
投诉
",河北衡水颐和华府小区没有房本,"
2020-04-22
","
2020-04-22
","已办结
"
邢台市桥西区住建局,"
投诉
",河北邢台市易融中心商铺无证预售 退房无门,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市桥西区教育局,"
投诉
",河北石家庄桥西区城角街小学要求全家信息让发微信群 信息有泄露,"
2020-04-15
","
2020-04-22
","已办结
"
邯郸市自然资源和规划局,"
投诉
",邯郸市万豪公寓购房10年 一直不给办理房产证,"
2020-01-06
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州永济西路安装变压器紧邻小学 太危险,"
2019-05-07
","
2020-04-22
","已办结
"
定州市行政审批局,"
投诉
",河北省定州市和力地产收取更名费,"
2020-04-13
","
2020-04-22
","已办结
"
国网沧州供电公司,"
投诉
",沧州献县尹店二分村街口电线杆即将折断,"
2019-05-16
","
2020-04-22
","已办结
"
定州市教育局,"
投诉
",河北定州市私立幼儿园不开学开网课 给孩子复习有必要吗？,"
2020-04-20
","
2020-04-22
","已办结
"
三河市交通运输局,"
投诉
",,"
2020-04-17
","
2020-04-22
","已办结
"
部门,"
投诉
",湖北潜江回河北保定有健康码 隔离是自费还是免费？,"
2020-04-21
","
2020-04-22
","已办结
"
部门,"
投诉
",河北廊坊大厂北新街与荣昌路交口工地夜间施工,"
2020-04-15
","
2020-04-22
","已办结
"
保定市住房公积金管理中心,"
咨询
",河北保定市徐水区住房贷款商贷可以转公积金吗？,"
2020-04-01
","
2020-04-22
","已办结
"
运河区市场监督管理局,"
投诉
",河北沧州龙岸清华地下室公摊百分之七十,"
2020-04-21
","
2020-04-22
","已办结
"
衡水市住房和城乡建设局,"
投诉
",河北衡水市泰华未来城一区交房半年多临时电,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄新华区汇君城F区超期不办不动产证,"
2020-04-22
","
2020-04-22
","已办结
"
三河市自然资源和规划局,"
投诉
",河北廊坊三河后沿口村村民耕地违建房屋,"
2020-04-15
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄天蕴大厦不给办理产权证,"
2020-04-18
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄金嘉园小区买房10年没有房产证,"
2020-04-18
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄富瀛苏园北区房产证何时能下证？,"
2020-04-18
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄新华区汇君城超期不办理房产证,"
2020-04-20
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄长安区保利花园门脸房产证何时办？,"
2020-04-20
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄瑞府交房三年不办房本 望解决,"
2020-04-20
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄长安区盛世春天如何办理房产证,"
2020-04-21
","
2020-04-22
","已办结
"
衡水市住房和城乡建设局,"
投诉
",河北衡水翡翠兰亭强行交钥匙,"
2020-04-21
","
2020-04-22
","已办结
"
吴桥县人社局,"
投诉
",河北沧州市吴桥县举办选调考试不公开,"
2020-04-21
","
2020-04-22
","已办结
"
运河区市场监督管理局,"
投诉
",沧州市区办理购房按揭被捆绑收费,"
2020-04-21
","
2020-04-22
","已办结
"
部门,"
投诉
",河北衡水第一中学“阴阳课表”欺骗公众 课业重,"
2020-03-30
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄裕华区兰亭小院小区产权是什么？,"
2020-04-22
","
2020-04-22
","已办结
"
涿州市住建局,"
投诉
",河北保定涿州香邑溪谷人防车位没有产权 还只售不租,"
2020-04-16
","
2020-04-22
","已办结
"
石家庄市不动产登记中心,"
投诉
",河北石家庄长安区锦融尚御二期交房8年仍无房产证,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市鹿泉区住建局,"
投诉
",河北石家庄市鹿泉区水润华府楼盘迟迟不交房,"
2020-04-21
","
2020-04-22
","已办结
"
部门,"
投诉
",河北沧州市东塑北路明珠区小区废弃屋养大型犬 盼处理,"
2020-04-17
","
2020-04-22
","已办结
"
沧州市城市管理综合行政执…,"
投诉
",河北沧州运河区嘉禾一方三期工地施工扰民 影响上网课,"
2020-04-20
","
2020-04-22
","已办结
"
沧州市城市管理综合行政执…,"
投诉
",河北沧州大季屯村民占用绿地建菜地 望解决,"
2020-03-31
","
2020-04-22
","已办结
"
张家口住房公积金管理中心,"
投诉
",河北张家口市二手房不能办理公积金贷款 等了4个月,"
2020-04-21
","
2020-04-22
","已办结
"
青县公安局,"
投诉
",河北沧州青县交通警察大队违法处理室办理扣分需预约 电话打不通,"
2020-04-17
","
2020-04-22
","已办结
"
香河县住房和城乡建设局,"
投诉
",廊坊香河安平孔雀城大公馆经常停水停电,"
2019-12-16
","
2020-04-22
","已办结
"
邯郸华润燃气有限公司,"
投诉
",河北邯郸华润燃气用户对费用有疑问 望解释,"
2020-04-20
","
2020-04-22
","已办结
"
承德市人社局,"
咨询
",河北承德市社保卡是否可以网上补办申领？,"
2020-04-20
","
2020-04-22
","已办结
"
正定县自然资源和规划局,"
投诉
",河北石家庄市正定县天逸城小区可以办理房产证吗？,"
2020-04-22
","
2020-04-22
","已办结
"
三河市生态环境局,"
投诉
",河北廊坊三河市泃阳镇小丁河沟村养鸡场污染空气,"
2020-03-31
","
2020-04-22
","已办结
"
曲周县公安局,"
投诉
",,"
2020-03-25
","
2020-04-22
","已办结
"
石家庄市公安交通管理局,"
投诉
",河北石家庄东南二环高架桥设置警戒线 致私家车拥堵,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市公安交通管理局,"
投诉
",河北石家庄市合规摩托车能进市区吗？证件齐全,"
2020-04-20
","
2020-04-22
","已办结
"
石家庄市公安交通管理局,"
咨询
",河北石家庄驾照信息注销必须本人到现场吗？,"
2020-04-20
","
2020-04-22
","已办结
"
永年区水利局,"
投诉
",河北邯郸永年永美家园小区私采地下水,"
2020-04-09
","
2020-04-22
","已办结
"
兴隆县教育局,"
投诉
",河北承德市兴隆一中网课没有休息时间 休息日成考试日,"
2020-04-20
","
2020-04-22
","已办结
"
邯郸市城市管理和综合行政…,"
投诉
",河北邯郸市自来水公司收费不透明,"
2020-04-10
","
2020-04-22
","已办结
"
邯郸市城市管理和综合行政…,"
投诉
",河北邯郸爱泊车乱收费,"
2020-04-13
","
2020-04-22
","已办结
"
邯郸市城市管理和综合行政…,"
投诉
",河北邯郸丰泰南区附近马路绿化树木虫子多 虫尿随处都是,"
2020-04-20
","
2020-04-22
","已办结
"
定州市清风店镇人民政府,"
投诉
",河北定州清风店北街房子30年出现漏水 是否可翻盖房子？,"
2020-03-27
","
2020-04-22
","已办结
"
围场满族蒙古族县扶贫办,"
投诉
",河北承德围场半壁山村南沟九组无路出村,"
2020-03-20
","
2020-04-21
","已办结
"
